206856.21016 843901.60324
284971.31607 539892.10888
-842024.21313 -189377.72856
-310226.66486 448130.94705
696047.19966 424386.04399
-622667.94061 252547.71484
-463986.38325 489381.95216
-745258.64715 -151533.70855
-802813.60544 -133862.63926
26577.80557 652770.60522
-286659.99496 641449.64536
580137.27376 -245836.19910
-394141.70191 -602615.04342
757156.13047 410260.08944
938040.26251 20268.90480
-559901.12636 -384233.30489
553016.14890 -213156.17540
759869.53574 463201.72335
596241.00656 108502.74302
-38577.83061 -519917.74618
500077.82662 200352.44386
-407060.57729 -448381.31738
-360318.50576 413190.26256
-700809.46204 519323.97472
-23687.05738 391557.57659
-343634.44202 -432291.59657
-724443.11410 98352.43792
219669.87630 -1505847.33636
390761.49343 944760.82885
70119.52364 -371245.73875
343185.73267 -325959.31133
-656621.22099 104972.00313
601088.16692 -256738.32260
-298375.17230 447280.98219
-44083.92581 216926.29739
247334.16104 -707796.55353
613240.22220 -318032.89977
-286566.79919 562846.68719
619137.78755 -123655.07624
-197484.25157 -707362.68017
-141504.30291 189660.41565
-650484.70680 -214760.20774
303727.65760 780330.31367
-264797.96358 -516368.05665
175120.40836 -416336.47929
-751792.59405 373259.75008
547114.46102 -145387.96826
549605.24281 -407543.77569
306799.59918 -301150.16870
428155.02167 251437.96885
-280634.93406 -394915.34617
245767.04698 594761.82209
249273.86708 -493902.67331
-447816.90301 -162044.81590
125768.99048 -828677.20581
-588518.19963 274194.19100
6782.56042 505567.55294
78800.55594 -463185.39071
59697.58282 -530416.10637
590712.44004 -3206.62631
-546013.60323 -160697.15693
-503413.65299 -1864.70566
-714842.52533 -263913.42832
22241.13596 -624783.80014
-373945.89982 -183416.88065
-191278.40524 647937.86280
131816.70468 715567.73154
183330.16791 -594135.80998
-652483.25512 189969.25040
277502.36518 685279.78879
-488978.60470 -147294.10972
-93938.40319 333301.52727
-298982.71236 567006.58568
450774.17464 -161953.36850
80491.73345 555677.51932
318773.18399 534386.75917
523663.54874 -30433.75157
-325090.86129 -413304.91787
243370.23900 -304268.08652
518515.91485 -162276.81340
-369565.09698 -452081.32684
616247.49639 15362.69900
-163062.70055 -431952.73850
-475209.12151 183372.88798
-18320.91630 493830.46058
-14264.42463 571819.17742
479624.94578 57959.73428
-304809.14162 -386165.40381
31491.41072 -597300.25781
16143.09536 -635527.65348
-533144.25195 140625.47413
-528532.86199 -353420.06796
417379.51037 -160117.07774
322772.42724 -322259.09263
-381692.65988 -440513.70332
160780.18348 -599275.06120
-14304.41345 -696803.30472
145499.93968 251362.66735
-366631.67635 -233510.15815
413053.89696 -492677.74653
-304531.32018 -376381.81088
-692436.40388 -148131.44194
38512.72935 -414241.41106
91218.10935 -247341.56274
322279.22573 665943.06726
-108934.26905 418082.74697
585827.47900 190846.52910
406555.47219 -247882.47947
-137889.38883 469417.44424
95642.27998 -322623.12999
438993.67274 -61347.16266
-251770.70774 -365499.27579
-187174.21130 -265992.44534
-443062.61645 303505.35995
331122.21188 -334388.38126
355722.77747 -188593.25794
-472214.17463 226193.08626
-158304.86854 507569.21542
520402.07651 -150385.89914
-54162.40344 -423112.28095
-149496.05557 365842.87271
254965.04459 324823.26120
-323117.88953 310517.09816
102737.97090 463311.66312
265473.07678 -466048.11483
-336854.81039 -425948.40070
-83625.35967 268484.10560
125281.76836 435997.78178
39368.73998 510348.54819
-173606.21373 -513584.58731
-70689.87709 -63415.52793
375690.32285 279313.09739
365431.55200 -25969.86993
-414713.07985 -288630.93306
156130.84649 -319066.96426
403537.43367 -118071.80712
-112062.97684 -30470.62939
-129668.52013 -349184.88080
-328569.27931 -167379.94007
282706.04937 -317109.25118
161001.37685 307634.88172
345973.89995 -250903.95196
-340365.92919 378843.75457
399396.47001 -191892.82953
445514.07225 263445.01214
45350.51821 -393980.29340
-25242.51288 439761.52118
114299.26402 490791.22210
345179.45359 136901.75561
268782.81890 205679.97219
12287.61018 -300729.45291
-234649.35393 -300991.25781
-341653.50669 223373.94842
-284554.30056 -169200.36841
334764.50141 -253977.38876
93285.83062 417500.11264
234690.33927 373496.23792
431808.59738 -91253.56660
-335590.23989 -145301.47095
304946.73707 296841.97948
256211.27944 -121431.79060
-355268.78537 264435.78162
273916.40566 216787.12413
-168668.55310 296138.46184
49983.46876 -398433.97947
-172286.29226 -301339.96760
89111.77937 -352230.55039
353060.64293 -18621.09871
-374765.51657 262071.37819
324922.00815 -204386.28648
-308400.41585 359980.08510
-369183.03203 44693.21557
-239727.99114 -295164.36355
-373036.07300 295755.67965
185432.46127 319214.38893
-269426.35997 234535.42645
-135077.92200 387403.16588
491305.15479 -83915.18961
-269293.04473 405363.50940
179281.89781 300829.97314
367475.09502 -230910.26109
-295486.03081 -68183.26119
75235.73263 -299260.41828
-93789.31359 343534.71466
-172694.24523 -175014.35225
-142861.04320 235799.86757
274126.51797 -294142.25489
-243489.30453 249435.53176
231188.46764 154050.02432
334198.09729 122780.72029
-18710.92357 392845.65863
372368.29167 -50024.86318
-106995.56887 364698.53649
296787.31042 -16104.55569
-9184.40078 311620.96733
256653.07330 -273186.70064
290232.44700 242096.48639
-320693.06264 -45163.47842
229769.95262 22179.07473
56953.23937 295001.04753
74838.30176 361671.26854
-167048.87481 -160499.28410
-55149.16575 -270234.36644
292704.16930 -75031.80748
-3930.35235 -191688.28714
-143822.99910 -141696.26964
-62216.99588 -171063.19759
-207512.94554 215698.36196
-67431.91836 261926.31915
81573.99097 -200410.68987
155645.31793 -108226.69067
-122166.19053 -139866.29411
-97704.89704 197610.11813
-317697.98291 41120.58936
27131.21460 193865.00570
239269.43329 -129162.76604
-207470.89891 233089.78882
-185480.87510 170146.83805
-258615.51971 -9945.50451
-96444.71816 159250.57343
-197139.38375 149307.50352
-213448.37441 -102764.76989
132519.42834 -199715.99301
-83427.31256 220273.67738
46431.38835 230504.16112
211306.31830 -123685.29505
198320.07276 141040.72076
-258063.22185 86489.49176
-210109.52339 -157755.55073
-141803.61901 115052.12010
173363.20964 -164490.60667
-225433.03530 -49894.98240
124913.65229 111382.56605
-167137.96902 143406.15563
-85326.82942 239637.06227
-17399.54781 -143845.74372
-202154.35989 61600.56374
112154.56156 -242877.92980
-25541.37905 182184.58406
-132387.93547 228326.47478
7867.49399 235735.79358
-15979.75163 -264091.63820
65103.82868 -184178.62942
137494.93618 -73142.97394
-117055.01880 70065.59876
59998.63508 -199186.86488
21790.12677 -168040.93728
83067.96759 -164195.15980
86749.81671 -73630.27743
-16489.94096 -173079.49559
192049.90402 -40724.89041
75929.93547 162869.78491
-89322.21634 100366.33407
39157.29893 -144869.48844
-149040.15530 4845.52057
69437.75658 114577.06476
-72769.35735 152352.98082
-97822.36894 -81161.50179
-163840.62885 -86210.09935
-73872.71583 148714.06968
-114110.93445 127.84405
-120879.25781 115900.55948
-96342.11906 126570.86460
-66774.16402 -175440.53191
-107208.83204 107982.73249
-146392.57192 -75673.16136
47194.32910 143512.21473
-137010.21755 78474.46096
26168.71270 115407.68640
127991.38278 -34485.46910
-106590.78898 -17630.59201
-31001.98245 103392.36849
77849.95442 -77766.54452
-61653.56202 75749.47748
-105951.40162 -59299.09489
43241.95451 -118688.02531
-63155.52329 -78264.34189
-90108.22832 -49196.69494
4338.93433 -108393.58865
-68288.15337 63562.62742
101390.85771 78971.07780
-59114.13992 87557.25372
-69718.39695 58566.90620
-69170.18271 43296.90871
46659.61398 112641.10447
-21312.05692 105601.59005
-56528.57132 -112973.26302
-81579.05825 -26840.82798
-82723.29081 -27987.75652
74701.41970 -49682.68955
-55093.57955 63626.79189
62896.94677 -141290.83474
-58357.49909 69494.05173
107040.84600 1371.38048
208576.27563 -22443.21039
-55592.31203 -140458.29719
174672.83811 67692.65518
92410.99277 -72531.00423
-61670.70796 -135802.48751
59396.47755 185631.79873
-276702.23286 63479.77223
30558.31424 -140950.28870
104775.67105 148416.83754
272634.27667 155276.60577
21719.38139 -35966.21364
-87792.09177 -263095.54257
6576.83296 255303.34585
-248928.23657 328256.71473
42142.63265 -271591.96731
-141202.88461 -321620.41240
-272082.94731 187963.12796
67894.18760 263810.74130
180448.19414 182956.08917
250063.02888 -283111.74306
-175817.97231 111876.33401
-60132.19446 241525.64825
-297130.68036 329502.87568
-532916.09639 79981.37852
41353.79211 252946.94382
-131198.17729 -111575.48342
117927.06311 -206902.25768
81953.38655 486793.19677
191757.76008 -178939.97777
147397.38577 58869.61167
58913.77322 -195398.01868
-105682.88487 591169.77716
-303388.66640 -73057.43611
355920.82993 111281.21322
-368400.08059 473486.80862
215474.57972 402460.00978
-555986.55832 217731.10018
-103621.60817 265304.79526
-198027.61363 -447902.46241
-242704.23511 306338.72363
298355.53440 410826.61628
-266497.31036 183114.82279
-367680.13651 54599.68861
-511702.66061 -98996.91159
341654.85983 -290109.06797
235740.35742 263892.30146
234051.81705 -349478.34363
-632373.87610 -89208.11845
-277889.02535 -343259.64566
445575.50982 346510.90391
269845.11510 -231347.75295
-150566.85171 138914.35207
357093.43243 574963.32875
486292.90937 -322157.54527
-43161.51223 -623006.13120
-381528.05527 503912.88895
-14501.32518 -390344.50916
-375319.81704 -251425.13787
114024.81537 -252909.47951
40951.23960 463065.19976
-56729.84320 -494533.74264
-331695.11551 329522.88657
416531.43257 -204316.16957
-473244.31000 115128.09337
-81806.80081 433891.95535
-404829.64518 71986.97443
-294600.24620 -230781.91415
-586775.61172 -47298.65120
469202.72541 -224775.48833
-161492.71161 372981.35944
-431681.57385 572925.10899
227296.61135 257409.15739
320171.56758 -232677.79087
-414737.01117 -278752.77947
388159.47061 -224757.54537
-263183.84908 723869.05066
62933.91239 396344.01675
99875.05059 -393015.55223
-114512.20890 -525619.08847
64300.39705 546674.48628
-303492.08860 -9858.09738
-97910.97635 325978.81809
14860.65756 -275956.67842
-652136.30037 158882.88184
311374.21770 106601.30694
219855.56849 -199023.11989
170883.22066 -315229.49539
9098.74206 529518.25971
73256.00048 446625.85189
-289440.35859 -172669.67271
-3899.97821 -55696.79902
-278711.54742 -206933.96627
-502077.76111 -4463.51380
16678.21661 470176.78009
108505.34537 114912.63234
197946.11462 201710.45401
-139754.99447 452774.99880
-153001.49916 333980.08230
198969.82127 -319548.55118
218329.17111 -524451.97197
420233.23622 68270.03213
-23664.43373 -407985.94425
-211597.84862 -254666.35906
-304162.73743 248096.80859
300336.54672 289797.45399
438651.46596 224350.79425
-457696.98295 236201.25561
-297371.11700 296598.04366
-371158.31410 -426303.95144
321003.90123 226217.34987
-102030.83518 220715.78535
-355489.01869 -426040.17067
61587.56944 -409206.09609
406619.92674 -235267.27005
-174779.61435 -411669.26806
370044.01157 254867.78852
34085.50350 -531298.99219
-25863.85339 -581832.60018
412948.37172 111263.58494
262697.81410 361401.54868
-366132.54251 -4719.74509
-455961.65524 -379627.91723
264854.27128 181735.10264
-561546.06008 320382.70610
-258400.27170 471897.21232
-647025.83882 -34942.87374
-65950.24359 -460986.02236
-22052.05474 653701.72906
-508878.99408 372455.34475
-357816.83470 -387063.99376
67056.92529 -634029.51758
-293069.78135 -139008.13114
725122.57785 -149461.56562
611119.12555 -420724.97179
-484389.94966 -178872.30433
-55.59754 -566083.20822
204366.19089 -360137.59696
-457066.01040 -264622.32374
595809.38680 -71256.79719
500938.22350 -102632.33814
73341.51456 654349.24582
-284293.82560 574393.83362
-7504.13389 712982.96298
226147.19547 500358.62175
312420.63987 -597739.41424
471725.23757 238184.25902
685737.47662 270046.30659
188009.46396 580073.83171
-310444.54659 -312015.18076
-778023.37313 38270.10143
2289.55952 687629.86774
589481.18720 -341435.19762
-309441.04178 -411931.11614
-704800.72324 470577.15071
211505.27419 343864.93553
-514383.10137 9331.15216
-316680.75422 512745.32224
-10713.94691 757484.98467
510113.62230 -176532.91996
-392293.79021 -409615.86123
227080.25699 372280.05104
-207900.55015 753100.18800
755794.29358 -85198.14332
117668.58237 -967675.60139
971996.75064 -206924.99927
146114.71254 -1024598.01852
383756.09679 -227268.39242
-579678.02792 -121515.91349
233305.73241 386580.74941
422929.14451 529476.43794
-445977.60593 262308.64780
-292373.90927 -366034.53614
412553.81145 706354.78173
-496814.72789 -220279.48607
644543.30707 -60401.21810
-93753.21534 -525396.64071
-115030.31652 -486753.62097
-466995.30017 231947.65030
202442.11818 -267623.32182
-403988.40074 345543.99723
-164963.80550 651551.58654
-662702.84129 -443340.03545
-407195.62916 471335.89193
263503.57654 -253433.52512
424422.58733 236369.97114
599336.34298 -226358.52099
605374.71427 -425092.27071
434612.63027 -69367.41787
-184011.99209 726465.47469
-687088.75554 32708.04158
452749.63839 3668.86299
512267.46809 254083.43136
-726412.46159 -321516.67488
-740491.91891 -309723.74350
249626.51526 125602.26365
362617.25589 -265035.62621
-766165.10528 -1751.49995
-874816.01097 377988.04274
398530.50812 549907.52181
-58497.28799 -273034.15565
937452.80959 233409.35017
-411512.51985 -392961.78200
-560958.80347 637100.12693
-720478.04374 -232363.53058
-533789.36051 -497082.49374
-415471.33147 76308.72459
-363767.75812 216454.33681
712720.44634 137008.87907
299403.65391 693533.64393
277465.72456 512014.74652
-161259.98865 -522961.00380
353108.45656 -521669.63243
618099.48455 501705.89957
-592275.65011 -397908.08411
340797.19121 715260.08946
-334974.48148 -389606.37519
-144123.26863 367202.40824
-555845.92273 539109.47124
433842.00953 -443141.41828
306345.27644 -468042.62469
-519692.39943 -25009.03743
545342.31387 -146342.18527
558159.79951 509331.28488
93434.91231 -546445.61898
-575454.04261 -234713.64763
638530.46615 -245484.87132
211728.48152 148247.66463
322988.06912 442572.42103
-486040.72033 155753.97260
204591.02449 789847.36660
-552908.72241 -349197.09564
-195316.02269 629685.44851
776701.10294 -85834.07436
17118.24227 -484670.47794
-214868.24830 902543.56834
-102671.92409 -907327.13119
-262672.59338 577618.07398
168000.08011 -678782.36233
131854.30798 813377.03412
-449726.20221 -702012.99595
-727469.22438 -418356.58338
-360946.32896 536983.14152
220625.13897 732626.05702
900976.20505 69206.07125
-710937.95722 69966.31472
-50896.69070 -767981.84174
-863292.91392 -160245.20715
766963.19402 87467.03932
78398.00439 -697713.97780
-609942.36571 263008.12886
